Distance,Force
283.45322,270.862
283.45322,270.862
281.4903,272.74408
281.4903,272.74408
279.5259,274.654
279.5259,274.654
277.57373,276.5787
277.57373,276.5787
275.65143,278.5005
275.65143,278.5005
273.74365,280.43436
273.74365,280.43436
271.84155,282.3894
271.84155,282.3894
269.9578,284.3526
269.9578,284.3526
268.0697,286.34796
268.0697,286.34796
266.17496,288.37866
266.17496,288.37866
264.28885,290.42896
264.28885,290.42896
262.40515,292.5059
262.40515,292.5059
260.52228,294.61185
260.52228,294.61185
258.66443,296.71973
258.66443,296.71973
256.82822,298.83295
256.82822,298.83295
254.99762,300.96982
254.99762,300.96982
253.17558,303.12732
253.17558,303.12732
251.35376,305.31567
251.35376,305.31567
249.50934,307.56363
249.50934,307.56363
247.65472,309.85764
247.65472,309.85764
245.79996,312.18628
245.79996,312.18628
243.94264,314.55347
243.94264,314.55347
242.09808,316.94025
242.09808,316.94025
240.28035,319.32794
240.28035,319.32794
238.47478,321.7356
238.47478,321.7356
236.67632,324.17014
236.67632,324.17014
234.88278,326.63495
234.88278,326.63495
233.07271,329.16083
233.07271,329.16083
231.2451,331.75107
231.2451,331.75107
229.4144,334.38693
229.4144,334.38693
227.58257,337.06668
227.58257,337.06668
225.75873,339.77768
225.75873,339.77768
223.96106,342.4929
223.96106,342.4929
222.1829,345.2216
222.1829,345.2216
220.41391,347.97977
220.41391,347.97977
218.65132,350.77213
218.65132,350.77213
216.8782,353.62674
216.8782,353.62674
215.08559,356.5604
215.08559,356.5604
213.28607,359.5547
213.28607,359.5547
211.4859,362.60083
211.4859,362.60083
209.69229,365.68762
209.69229,365.68762
207.92265,368.7851
207.92265,368.7851
206.17702,371.89243
206.17702,371.89243
204.4441,375.0293
204.4441,375.0293
202.71881,378.20544
202.71881,378.20544
200.98724,381.44766
200.98724,381.44766
199.23735,384.7812
199.23735,384.7812
197.47801,388.19193
197.47801,388.19193
195.71791,391.66522
195.71791,391.66522
193.96442,395.18784
193.96442,395.18784
192.23343,398.7279
192.23343,398.7279
190.50734,402.32172
190.50734,402.32172
188.78632,405.97003
188.78632,405.97003
187.07045,409.67392
187.07045,409.67392
185.35997,413.43408
185.35997,413.43408
183.65492,417.2516
183.65492,417.2516
181.95552,421.1273
181.95552,421.1273
180.2619,425.06207
180.2619,425.06207
178.57423,429.05692
178.57423,429.05692
176.89267,433.11264
176.89267,433.11264
175.2174,437.23013
175.2174,437.23013
173.5486,441.41037
173.5486,441.41037
171.88646,445.65408
171.88646,445.65408
170.23117,449.96222
170.23117,449.96222
168.5829,454.3357
168.5829,454.3357
166.94191,458.77505
166.94191,458.77505
165.30836,463.28134
165.30836,463.28134
163.68251,467.85516
163.68251,467.85516
162.06456,472.49728
162.06456,472.49728
160.45476,477.20837
160.45476,477.20837
158.85335,481.989
158.85335,481.989
157.26059,486.83984
157.26059,486.83984
155.67673,491.76138
155.67673,491.76138
154.10205,496.75397
154.10205,496.75397
152.53682,501.81815
152.53682,501.81815
150.98135,506.95404
150.98135,506.95404
149.43594,512.1619
149.43594,512.1619
147.90088,517.44196
147.90088,517.44196
146.3765,522.7941
146.3765,522.7941
144.86311,528.21826
144.86311,528.21826
143.36113,533.71405
143.36113,533.71405
141.87083,539.28125
141.87083,539.28125
140.39264,544.9192
140.39264,544.9192
138.9269,550.62726
138.9269,550.62726
137.47401,556.4045
137.47401,556.4045
136.03442,562.24963
136.03442,562.24963
134.6085,568.16174
134.6085,568.16174
133.19673,574.13885
133.19673,574.13885
131.79951,580.17957
131.79951,580.17957
130.41736,586.2815
130.41736,586.2815
129.05069,592.4425
129.05069,592.4425
127.70004,598.66
127.70004,598.66
126.36593,604.93066
126.36593,604.93066
125.04885,611.25165
125.04885,611.25165
123.749344,617.61896
123.749344,617.61896
122.46799,624.0286
122.46799,624.0286
121.20533,630.4763
121.20533,630.4763
119.961975,636.95685
119.961975,636.95685
118.7385,643.4653
118.7385,643.4653
117.53554,649.9955
117.53554,649.9955
116.35373,656.54126
116.35373,656.54126
115.189766,663.11835
115.189766,663.11835
114.04412,669.72186
114.04412,669.72186
112.91723,676.3469
112.91723,676.3469
111.80956,682.98785
111.80956,682.98785
110.72161,689.6389
110.72161,689.6389
109.65384,696.2936
109.65384,696.2936
108.60675,702.9454
108.60675,702.9454
107.580864,709.5869
107.580864,709.5869
106.576645,716.2109
106.576645,716.2109
105.59466,722.80884
105.59466,722.80884
104.63539,729.3726
104.63539,729.3726
103.69939,735.8931
103.69939,735.8931
102.787186,742.361
102.787186,742.361
101.89931,748.7666
101.89931,748.7666
101.03631,755.0995
101.03631,755.0995
100.19872,761.3491
100.19872,761.3491
99.3871,767.5046
99.3871,767.5046
98.60198,773.55457
98.60198,773.55457
97.8439,779.48724
97.8439,779.48724
97.11343,785.2907
97.11343,785.2907
96.411064,790.9529
96.411064,790.9529
95.73735,796.46136
95.73735,796.46136
95.09282,801.8035
95.09282,801.8035
94.47796,806.9669
94.47796,806.9669
93.8933,811.9389
93.8933,811.9389
93.33932,816.7068
93.33932,816.7068
92.81648,821.2583
92.81648,821.2583
92.32526,825.581
92.32526,825.581
91.86609,829.663
91.86609,829.663
91.43938,833.4928
91.43938,833.4928
91.04554,837.0591
91.04554,837.0591
90.68494,840.3514
90.68494,840.3514
90.357925,843.3594
90.357925,843.3594
90.06482,846.07385
90.06482,846.07385
89.80592,848.4861
89.80592,848.4861
89.581474,850.58856
89.581474,850.58856
89.39172,852.37415
89.39172,852.37415
89.23687,853.83685
89.23687,853.83685
89.11706,854.972
89.11706,854.972
89.03244,855.7755
89.03244,855.7755
88.98309,856.2449
88.98309,856.2449
88.969086,856.3782
88.969086,856.3782
88.99042,856.1751
88.99042,856.1751
89.04711,855.63617
89.04711,855.63617
89.13909,854.763
89.13909,854.763
89.26628,853.5586
89.26628,853.5586
89.42855,852.027
89.42855,852.027
89.62574,850.17303
89.62574,850.17303
89.85767,848.0028
89.85767,848.0028
90.12411,845.5233
90.12411,845.5233
90.4248,842.7425
90.4248,842.7425
90.75947,839.6688
90.75947,839.6688
91.1278,836.3118
91.1278,836.3118
91.529434,832.68164
91.529434,832.68164
91.96401,828.7892
91.96401,828.7892
92.431145,824.6454
92.431145,824.6454
92.93042,820.2621
92.93042,820.2621
93.46139,815.65137
93.46139,815.65137
94.02361,810.8254
94.02361,810.8254
94.61663,805.7967
94.61663,805.7967
95.23993,800.57794
95.23993,800.57794
95.89305,795.1815
95.89305,795.1815
96.57545,789.62036
96.57545,789.62036
97.28661,783.907
97.28661,783.907
98.02602,778.0538
98.02602,778.0538
98.79315,772.07263
98.79315,772.07263
99.587456,765.9759
99.587456,765.9759
100.40839,759.775
100.40839,759.775
101.25542,753.48145
101.25542,753.48145
102.128006,747.106
102.128006,747.106
102.34147,745.56287
102.34147,745.56287
102.192215,746.6412
102.192215,746.6412
102.064995,747.56287
102.064995,747.56287
101.95971,748.3273
101.95971,748.3273
101.87624,748.9344
101.87624,748.9344
101.81449,749.3842
101.81449,749.3842
101.77429,749.67737
101.77429,749.67737
101.755516,749.81433
101.755516,749.81433
101.75801,749.79614
101.75801,749.79614
101.78159,749.62415
101.78159,749.62415
101.8261,749.2997
101.8261,749.2997
101.89135,748.8245
101.89135,748.8245
101.97712,748.2008
101.97712,748.2008
102.08323,747.4306
102.08323,747.4306
102.209465,746.5164
102.209465,746.5164
102.35558,745.46106
102.35558,745.46106
102.521385,744.2671
102.521385,744.2671
102.706635,742.9376
102.706635,742.9376
102.911064,741.476
102.911064,741.476
103.13446,739.8853
103.13446,739.8853
103.37656,738.1692
103.37656,738.1692
103.637085,736.3313
103.637085,736.3313
103.91581,734.3752
103.91581,734.3752
104.212456,732.30457
104.212456,732.30457
104.526764,730.1234
104.526764,730.1234
104.858444,727.8357
104.858444,727.8357
105.20724,725.44543
105.20724,725.44543
105.572876,722.9566
105.572876,722.9566
105.95508,720.3731
105.95508,720.3731
106.35357,717.69916
106.35357,717.69916
106.76808,714.9386
106.76808,714.9386
107.198326,712.0957
107.198326,712.0957
107.64403,709.1744
107.64403,709.1744
108.10493,706.1785
108.10493,706.1785
107.43963,710.51117
107.43963,710.51117
106.27694,718.2118
106.27694,718.2118
105.08826,726.2591
105.08826,726.2591
103.59976,736.59406
103.59976,736.59406
102.16603,746.8307
102.16603,746.8307
100.80384,756.8237
100.80384,756.8237
99.55385,766.2319
99.55385,766.2319
98.44321,774.7896
98.44321,774.7896
97.16555,784.8737
97.16555,784.8737
96.00712,794.24646
96.00712,794.24646
94.97588,802.7804
94.97588,802.7804
93.91273,811.7727
93.91273,811.7727
92.98853,819.75494
92.98853,819.75494
92.218346,826.5279
92.218346,826.5279
90.95909,837.84607
90.95909,837.84607
89.038445,855.71857
89.038445,855.71857
87.045204,875.09094
87.045204,875.09094
85.04644,895.4184
85.04644,895.4184
83.04743,916.7153
83.04743,916.7153
81.049515,939.03735
81.049515,939.03735
79.068825,962.26666
79.068825,962.26666
77.11096,986.386
77.11096,986.386
75.179565,1011.3941
75.179565,1011.3941
73.259544,1037.5443
73.259544,1037.5443
71.338104,1065.1034
71.338104,1065.1034
69.40596,1094.3329
69.40596,1094.3329
67.47142,1125.2513
67.47142,1125.2513
65.540985,1157.8962
65.540985,1157.8962
63.61871,1192.3413
63.61871,1192.3413
61.733433,1228.1738
61.733433,1228.1738
59.858395,1266.0137
59.858395,1266.0137
57.986385,1306.1923
57.986385,1306.1923
56.120937,1348.8497
56.120937,1348.8497
54.257698,1394.3318
54.257698,1394.3318
52.383167,1443.2932
52.383167,1443.2932
50.5169,1495.5784
50.5169,1495.5784
48.6371,1552.2172
48.6371,1552.2172
46.76919,1612.9132
46.76919,1612.9132
44.911476,1678.1765
44.911476,1678.1765
43.050797,1749.0616
43.050797,1749.0616
41.19586,1825.9507
41.19586,1825.9507
39.348965,1909.53
39.348965,1909.53
37.474373,2002.5684
37.474373,2002.5684
35.61365,2104.3398
35.61365,2104.3398
33.734684,2218.1738
33.734684,2218.1738
31.845453,2345.7605
31.845453,2345.7605
29.988564,2486.3225
29.988564,2486.3225
28.171547,2641.1887
28.171547,2641.1887
26.910873,2760.4854
26.910873,2760.4854
26.215212,2831.04
